time_s,altitude_m,vertical_velocity_ms,vertical_accel_ms2,lateral_distance_m,lateral_direction_deg,phase
46.3,9114.84,-25.0,0.0,82.8,60.0,DESCENT
46.4,9112.34,-25.0,0.0,84.15,60.0,DESCENT
46.5,9109.84,-25.0,0.0,85.5,60.0,DESCENT
46.6,9107.34,-25.0,0.0,86.85,60.0,DESCENT
46.7,9104.84,-25.0,0.0,88.2,60.0,DESCENT
46.8,9102.34,-25.0,0.0,89.55,60.0,DESCENT
46.9,9099.84,-25.0,0.0,90.9,60.0,DESCENT
47.0,9097.34,-25.0,0.0,92.25,60.0,DESCENT
47.1,9094.84,-25.0,0.0,93.6,60.0,DESCENT
47.2,9092.34,-25.0,0.0,94.95,60.0,DESCENT
47.3,9089.84,-25.0,0.0,96.3,60.0,DESCENT
47.4,9087.34,-25.0,0.0,97.65,60.0,DESCENT
47.5,9084.84,-25.0,0.0,99.0,60.0,DESCENT
47.6,9082.34,-25.0,0.0,100.35,60.0,DESCENT
47.7,9079.84,-25.0,0.0,101.7,60.0,DESCENT
47.8,9077.34,-25.0,0.0,103.05,60.0,DESCENT
47.9,9074.84,-25.0,0.0,104.4,60.0,DESCENT
48.0,9072.34,-25.0,0.0,105.75,60.0,DESCENT
48.1,9069.84,-25.0,0.0,107.1,60.0,DESCENT
48.2,9067.34,-25.0,0.0,108.45,60.0,DESCENT
48.3,9064.84,-25.0,0.0,109.8,60.0,DESCENT
48.4,9062.34,-25.0,0.0,111.15,60.0,DESCENT
48.5,9059.84,-25.0,0.0,112.5,60.0,DESCENT
48.6,9057.34,-25.0,0.0,113.85,60.0,DESCENT
48.7,9054.84,-25.0,0.0,115.2,60.0,DESCENT
48.8,9052.34,-25.0,0.0,116.55,60.0,DESCENT
48.9,9049.84,-25.0,0.0,117.9,60.0,DESCENT
49.0,9047.34,-25.0,0.0,119.25,60.0,DESCENT
49.1,9044.84,-25.0,0.0,120.6,60.0,DESCENT
49.2,9042.34,-25.0,0.0,121.95,60.0,DESCENT
49.3,9039.84,-25.0,0.0,123.3,60.0,DESCENT
49.4,9037.34,-25.0,0.0,124.65,60.0,DESCENT
49.5,9034.84,-25.0,0.0,126.0,60.0,DESCENT
49.6,9032.34,-25.0,0.0,127.35,60.0,DESCENT
49.7,9029.84,-25.0,0.0,128.7,60.0,DESCENT
49.8,9027.34,-25.0,0.0,130.05,60.0,DESCENT
49.9,9024.84,-25.0,0.0,131.4,60.0,DESCENT
50.0,9022.34,-25.0,0.0,132.75,60.0,DESCENT
50.1,9019.84,-25.0,0.0,134.1,60.0,DESCENT
50.2,9017.34,-25.0,0.0,135.45,60.0,DESCENT
50.3,9014.84,-25.0,0.0,136.8,60.0,DESCENT
50.4,9012.34,-25.0,0.0,138.15,60.0,DESCENT
50.5,9009.84,-25.0,0.0,139.5,60.0,DESCENT
50.6,9007.34,-25.0,0.0,140.85,60.0,DESCENT
50.7,9004.84,-25.0,0.0,142.2,60.0,DESCENT
50.8,9002.34,-25.0,0.0,143.55,60.0,DESCENT
50.9,8999.84,-25.0,0.0,144.9,60.0,DESCENT
51.0,8997.34,-25.0,0.0,146.25,60.0,DESCENT
51.1,8994.84,-25.0,0.0,147.6,60.0,DESCENT
51.2,8992.34,-25.0,0.0,148.95,60.0,DESCENT
51.3,8989.84,-25.0,0.0,150.3,60.0,DESCENT
51.4,8987.34,-25.0,0.0,151.65,60.0,DESCENT
51.5,8984.84,-25.0,0.0,153.0,60.0,DESCENT
51.6,8982.34,-25.0,0.0,154.35,60.0,DESCENT
51.7,8979.84,-25.0,0.0,155.7,60.0,DESCENT
51.8,8977.34,-25.0,0.0,157.05,60.0,DESCENT
51.9,8974.84,-25.0,0.0,158.4,60.0,DESCENT
52.0,8972.34,-25.0,0.0,159.75,60.0,DESCENT
52.1,8969.84,-25.0,0.0,161.1,60.0,DESCENT
52.2,8967.34,-25.0,0.0,162.45,60.0,DESCENT
52.3,8964.84,-25.0,0.0,163.8,60.0,DESCENT
52.4,8962.34,-25.0,0.0,165.15,60.0,DESCENT
52.5,8959.84,-25.0,0.0,166.5,60.0,DESCENT
52.6,8957.34,-25.0,0.0,167.85,60.0,DESCENT
52.7,8954.84,-25.0,0.0,169.2,60.0,DESCENT
52.8,8952.34,-25.0,0.0,170.55,60.0,DESCENT
52.9,8949.84,-25.0,0.0,171.9,60.0,DESCENT
53.0,8947.34,-25.0,0.0,173.25,60.0,DESCENT
53.1,8944.84,-25.0,0.0,174.6,60.0,DESCENT
53.2,8942.34,-25.0,0.0,175.95,60.0,DESCENT
53.3,8939.84,-25.0,0.0,177.3,60.0,DESCENT
53.4,8937.34,-25.0,0.0,178.65,60.0,DESCENT
53.5,8934.84,-25.0,0.0,180.0,60.0,DESCENT
53.6,8932.34,-25.0,0.0,181.35,60.0,DESCENT
53.7,8929.84,-25.0,0.0,182.7,60.0,DESCENT
53.8,8927.34,-25.0,0.0,184.05,60.0,DESCENT
53.9,8924.84,-25.0,0.0,185.4,60.0,DESCENT
54.0,8922.34,-25.0,0.0,186.75,60.0,DESCENT
54.1,8919.84,-25.0,0.0,188.1,60.0,DESCENT
54.2,8917.34,-25.0,0.0,189.45,60.0,DESCENT
54.3,8914.84,-25.0,0.0,190.8,60.0,DESCENT
54.4,8912.34,-25.0,0.0,192.15,60.0,DESCENT
54.5,8909.84,-25.0,0.0,193.5,60.0,DESCENT
54.6,8907.34,-25.0,0.0,194.85,60.0,DESCENT
54.7,8904.84,-25.0,0.0,196.2,60.0,DESCENT
54.8,8902.34,-25.0,0.0,197.55,60.0,DESCENT
54.9,8899.84,-25.0,0.0,198.9,60.0,DESCENT
55.0,8897.34,-25.0,0.0,200.25,60.0,DESCENT
55.1,8894.84,-25.0,0.0,201.6,60.0,DESCENT
55.2,8892.34,-25.0,0.0,202.95,60.0,DESCENT
55.3,8889.84,-25.0,0.0,204.3,60.0,DESCENT
55.4,8887.34,-25.0,0.0,205.65,60.0,DESCENT
55.5,8884.84,-25.0,0.0,207.0,60.0,DESCENT
55.6,8882.34,-25.0,0.0,208.35,60.0,DESCENT
55.7,8879.84,-25.0,0.0,209.7,60.0,DESCENT
55.8,8877.34,-25.0,0.0,211.05,60.0,DESCENT
55.9,8874.84,-25.0,0.0,212.4,60.0,DESCENT
56.0,8872.34,-25.0,0.0,213.75,60.0,DESCENT
56.1,8869.84,-25.0,0.0,215.1,60.0,DESCENT
56.2,8867.34,-25.0,0.0,216.45,60.0,DESCENT
56.3,8864.84,-25.0,0.0,217.8,60.0,DESCENT
56.4,8862.34,-25.0,0.0,219.15,60.0,DESCENT
56.5,8859.84,-25.0,0.0,220.5,60.0,DESCENT
56.6,8857.34,-25.0,0.0,221.85,60.0,DESCENT
56.7,8854.84,-25.0,0.0,223.2,60.0,DESCENT
56.8,8852.34,-25.0,0.0,224.55,60.0,DESCENT
56.9,8849.84,-25.0,0.0,225.9,60.0,DESCENT
57.0,8847.34,-25.0,0.0,227.25,60.0,DESCENT
57.1,8844.84,-25.0,0.0,228.6,60.0,DESCENT
57.2,8842.34,-25.0,0.0,229.95,60.0,DESCENT
57.3,8839.84,-25.0,0.0,231.3,60.0,DESCENT
57.4,8837.34,-25.0,0.0,232.65,60.0,DESCENT
57.5,8834.84,-25.0,0.0,234.0,60.0,DESCENT
57.6,8832.34,-25.0,0.0,235.35,60.0,DESCENT
57.7,8829.84,-25.0,0.0,236.7,60.0,DESCENT
57.8,8827.34,-25.0,0.0,238.05,60.0,DESCENT
57.9,8824.84,-25.0,0.0,239.4,60.0,DESCENT
58.0,8822.34,-25.0,0.0,240.75,60.0,DESCENT
58.1,8819.84,-25.0,0.0,242.1,60.0,DESCENT
58.2,8817.34,-25.0,0.0,243.45,60.0,DESCENT
58.3,8814.84,-25.0,0.0,244.8,60.0,DESCENT
58.4,8812.34,-25.0,0.0,246.15,60.0,DESCENT
58.5,8809.84,-25.0,0.0,247.5,60.0,DESCENT
58.6,8807.34,-25.0,0.0,248.85,60.0,DESCENT
58.7,8804.84,-25.0,0.0,250.2,60.0,DESCENT
58.8,8802.34,-25.0,0.0,251.55,60.0,DESCENT
58.9,8799.84,-25.0,0.0,252.9,60.0,DESCENT
59.0,8797.34,-25.0,0.0,254.25,60.0,DESCENT
59.1,8794.84,-25.0,0.0,255.6,60.0,DESCENT
59.2,8792.34,-25.0,0.0,256.95,60.0,DESCENT
59.3,8789.84,-25.0,0.0,258.3,60.0,DESCENT
59.4,8787.34,-25.0,0.0,259.65,60.0,DESCENT
59.5,8784.84,-25.0,0.0,261.0,60.0,DESCENT
59.6,8782.34,-25.0,0.0,262.35,60.0,DESCENT
59.7,8779.84,-25.0,0.0,263.7,60.0,DESCENT
59.8,8777.34,-25.0,0.0,265.05,60.0,DESCENT
59.9,8774.84,-25.0,0.0,266.4,60.0,DESCENT
60.0,8772.34,-25.0,0.0,267.75,60.0,DESCENT
60.1,8769.84,-25.0,0.0,269.1,60.0,DESCENT
60.2,8767.34,-25.0,0.0,270.45,60.0,DESCENT
60.3,8764.84,-25.0,0.0,271.8,60.0,DESCENT
60.4,8762.34,-25.0,0.0,273.15,60.0,DESCENT
60.5,8759.84,-25.0,0.0,274.5,60.0,DESCENT
60.6,8757.34,-25.0,0.0,275.85,60.0,DESCENT
60.7,8754.84,-25.0,0.0,277.2,60.0,DESCENT
60.8,8752.34,-25.0,0.0,278.55,60.0,DESCENT
60.9,8749.84,-25.0,0.0,279.9,60.0,DESCENT
61.0,8747.34,-25.0,0.0,281.25,60.0,DESCENT
61.1,8744.84,-25.0,0.0,282.6,60.0,DESCENT
61.2,8742.34,-25.0,0.0,283.95,60.0,DESCENT
61.3,8739.84,-25.0,0.0,285.3,60.0,DESCENT
61.4,8737.34,-25.0,0.0,286.65,60.0,DESCENT
61.5,8734.84,-25.0,0.0,288.0,60.0,DESCENT
61.6,8732.34,-25.0,0.0,289.35,60.0,DESCENT
61.7,8729.84,-25.0,0.0,290.7,60.0,DESCENT
61.8,8727.34,-25.0,0.0,292.05,60.0,DESCENT
61.9,8724.84,-25.0,0.0,293.4,60.0,DESCENT
62.0,8722.34,-25.0,0.0,294.75,60.0,DESCENT
62.1,8719.84,-25.0,0.0,296.1,60.0,DESCENT
62.2,8717.34,-25.0,0.0,297.45,60.0,DESCENT
62.3,8714.84,-25.0,0.0,298.8,60.0,DESCENT
62.4,8712.34,-25.0,0.0,300.15,60.0,DESCENT
62.5,8709.84,-25.0,0.0,301.5,60.0,DESCENT
62.6,8707.34,-25.0,0.0,302.85,60.0,DESCENT
62.7,8704.84,-25.0,0.0,304.2,60.0,DESCENT
62.8,8702.34,-25.0,0.0,305.55,60.0,DESCENT
62.9,8699.84,-25.0,0.0,306.9,60.0,DESCENT
63.0,8697.34,-25.0,0.0,308.25,60.0,DESCENT
63.1,8694.84,-25.0,0.0,309.6,60.0,DESCENT
63.2,8692.34,-25.0,0.0,310.95,60.0,DESCENT
63.3,8689.84,-25.0,0.0,312.3,60.0,DESCENT
63.4,8687.34,-25.0,0.0,313.65,60.0,DESCENT
63.5,8684.84,-25.0,0.0,315.0,60.0,DESCENT
63.6,8682.34,-25.0,0.0,316.35,60.0,DESCENT
63.7,8679.84,-25.0,0.0,317.7,60.0,DESCENT
63.8,8677.34,-25.0,0.0,319.05,60.0,DESCENT
63.9,8674.84,-25.0,0.0,320.4,60.0,DESCENT
64.0,8672.34,-25.0,0.0,321.75,60.0,DESCENT
64.1,8669.84,-25.0,0.0,323.1,60.0,DESCENT
64.2,8667.34,-25.0,0.0,324.45,60.0,DESCENT
64.3,8664.84,-25.0,0.0,325.8,60.0,DESCENT
64.4,8662.34,-25.0,0.0,327.15,60.0,DESCENT
64.5,8659.84,-25.0,0.0,328.5,60.0,DESCENT
64.6,8657.34,-25.0,0.0,329.85,60.0,DESCENT
64.7,8654.84,-25.0,0.0,331.2,60.0,DESCENT
64.8,8652.34,-25.0,0.0,332.55,60.0,DESCENT
64.9,8649.84,-25.0,0.0,333.9,60.0,DESCENT
65.0,8647.34,-25.0,0.0,335.25,60.0,DESCENT
65.1,8644.84,-25.0,0.0,336.6,60.0,DESCENT
65.2,8642.34,-25.0,0.0,337.95,60.0,DESCENT
65.3,8639.84,-25.0,0.0,339.3,60.0,DESCENT
65.4,8637.34,-25.0,0.0,340.65,60.0,DESCENT
65.5,8634.84,-25.0,0.0,342.0,60.0,DESCENT
65.6,8632.34,-25.0,0.0,343.35,60.0,DESCENT
65.7,8629.84,-25.0,0.0,344.7,60.0,DESCENT
65.8,8627.34,-25.0,0.0,346.05,60.0,DESCENT
65.9,8624.84,-25.0,0.0,347.4,60.0,DESCENT
66.0,8622.34,-25.0,0.0,348.75,60.0,DESCENT
66.1,8619.84,-25.0,0.0,350.1,60.0,DESCENT
66.2,8617.34,-25.0,0.0,351.45,60.0,DESCENT
66.3,8614.84,-25.0,0.0,352.8,60.0,DESCENT
66.4,8612.34,-25.0,0.0,354.15,60.0,DESCENT
66.5,8609.84,-25.0,0.0,355.5,60.0,DESCENT
66.6,8607.34,-25.0,0.0,356.85,60.0,DESCENT
66.7,8604.84,-25.0,0.0,358.2,60.0,DESCENT
66.8,8602.34,-25.0,0.0,359.55,60.0,DESCENT
66.9,8599.84,-25.0,0.0,360.9,60.0,DESCENT
67.0,8597.34,-25.0,0.0,362.25,60.0,DESCENT
67.1,8594.84,-25.0,0.0,363.6,60.0,DESCENT
67.2,8592.34,-25.0,0.0,364.95,60.0,DESCENT
67.3,8589.84,-25.0,0.0,366.3,60.0,DESCENT
67.4,8587.34,-25.0,0.0,367.65,60.0,DESCENT
67.5,8584.84,-25.0,0.0,369.0,60.0,DESCENT
67.6,8582.34,-25.0,0.0,370.35,60.0,DESCENT
67.7,8579.84,-25.0,0.0,371.7,60.0,DESCENT
67.8,8577.34,-25.0,0.0,373.05,60.0,DESCENT
67.9,8574.84,-25.0,0.0,374.4,60.0,DESCENT
68.0,8572.34,-25.0,0.0,375.75,60.0,DESCENT
68.1,8569.84,-25.0,0.0,377.1,60.0,DESCENT
68.2,8567.34,-25.0,0.0,378.45,60.0,DESCENT
68.3,8564.84,-25.0,0.0,379.8,60.0,DESCENT
68.4,8562.34,-25.0,0.0,381.15,60.0,DESCENT
68.5,8559.84,-25.0,0.0,382.5,60.0,DESCENT
68.6,8557.34,-25.0,0.0,383.85,60.0,DESCENT
68.7,8554.84,-25.0,0.0,385.2,60.0,DESCENT
68.8,8552.34,-25.0,0.0,386.55,60.0,DESCENT
68.9,8549.84,-25.0,0.0,387.9,60.0,DESCENT
69.0,8547.34,-25.0,0.0,389.25,60.0,DESCENT
69.1,8544.84,-25.0,0.0,390.6,60.0,DESCENT
69.2,8542.34,-25.0,0.0,391.95,60.0,DESCENT
69.3,8539.84,-25.0,0.0,393.3,60.0,DESCENT
69.4,8537.34,-25.0,0.0,394.65,60.0,DESCENT
69.5,8534.84,-25.0,0.0,396.0,60.0,DESCENT
69.6,8532.34,-25.0,0.0,397.35,60.0,DESCENT
69.7,8529.84,-25.0,0.0,398.7,60.0,DESCENT
69.8,8527.34,-25.0,0.0,400.05,60.0,DESCENT
69.9,8524.84,-25.0,0.0,401.4,60.0,DESCENT
70.0,8522.34,-25.0,0.0,402.75,60.0,DESCENT
70.1,8519.84,-25.0,0.0,404.1,60.0,DESCENT
70.2,8517.34,-25.0,0.0,405.45,60.0,DESCENT
70.3,8514.84,-25.0,0.0,406.8,60.0,DESCENT
70.4,8512.34,-25.0,0.0,408.15,60.0,DESCENT
70.5,8509.84,-25.0,0.0,409.5,60.0,DESCENT
70.6,8507.34,-25.0,0.0,410.85,60.0,DESCENT
70.7,8504.84,-25.0,0.0,412.2,60.0,DESCENT
70.8,8502.34,-25.0,0.0,413.55,60.0,DESCENT
70.9,8499.84,-25.0,0.0,414.9,60.0,DESCENT
71.0,8497.34,-25.0,0.0,416.25,60.0,DESCENT
71.1,8494.84,-25.0,0.0,417.6,60.0,DESCENT
71.2,8492.34,-25.0,0.0,418.95,60.0,DESCENT
71.3,8489.84,-25.0,0.0,420.3,60.0,DESCENT
71.4,8487.34,-25.0,0.0,421.65,60.0,DESCENT
71.5,8484.84,-25.0,0.0,423.0,60.0,DESCENT
71.6,8482.34,-25.0,0.0,424.35,60.0,DESCENT
71.7,8479.84,-25.0,0.0,425.7,60.0,DESCENT
71.8,8477.34,-25.0,0.0,427.05,60.0,DESCENT
71.9,8474.84,-25.0,0.0,428.4,60.0,DESCENT
72.0,8472.34,-25.0,0.0,429.75,60.0,DESCENT
72.1,8469.84,-25.0,0.0,431.1,60.0,DESCENT
72.2,8467.34,-25.0,0.0,432.45,60.0,DESCENT
72.3,8464.84,-25.0,0.0,433.8,60.0,DESCENT
72.4,8462.34,-25.0,0.0,435.15,60.0,DESCENT
72.5,8459.84,-25.0,0.0,436.5,60.0,DESCENT
72.6,8457.34,-25.0,0.0,437.85,60.0,DESCENT
72.7,8454.84,-25.0,0.0,439.2,60.0,DESCENT
72.8,8452.34,-25.0,0.0,440.55,60.0,DESCENT
72.9,8449.84,-25.0,0.0,441.9,60.0,DESCENT
73.0,8447.34,-25.0,0.0,443.25,60.0,DESCENT
73.1,8444.84,-25.0,0.0,444.6,60.0,DESCENT
73.2,8442.34,-25.0,0.0,445.95,60.0,DESCENT
73.3,8439.84,-25.0,0.0,447.3,60.0,DESCENT
73.4,8437.34,-25.0,0.0,448.65,60.0,DESCENT
73.5,8434.84,-25.0,0.0,450.0,60.0,DESCENT
73.6,8432.34,-25.0,0.0,451.35,60.0,DESCENT
73.7,8429.84,-25.0,0.0,452.7,60.0,DESCENT
73.8,8427.34,-25.0,0.0,454.05,60.0,DESCENT
73.9,8424.84,-25.0,0.0,455.4,60.0,DESCENT
74.0,8422.34,-25.0,0.0,456.75,60.0,DESCENT
74.1,8419.84,-25.0,0.0,458.1,60.0,DESCENT
74.2,8417.34,-25.0,0.0,459.45,60.0,DESCENT
74.3,8414.84,-25.0,0.0,460.8,60.0,DESCENT
74.4,8412.34,-25.0,0.0,462.15,60.0,DESCENT
74.5,8409.84,-25.0,0.0,463.5,60.0,DESCENT
74.6,8407.34,-25.0,0.0,464.85,60.0,DESCENT
74.7,8404.84,-25.0,0.0,466.2,60.0,DESCENT
74.8,8402.34,-25.0,0.0,467.55,60.0,DESCENT
74.9,8399.84,-25.0,0.0,468.9,60.0,DESCENT
75.0,8397.34,-25.0,0.0,470.25,60.0,DESCENT
75.1,8394.84,-25.0,0.0,471.6,60.0,DESCENT
75.2,8392.34,-25.0,0.0,472.95,60.0,DESCENT
75.3,8389.84,-25.0,0.0,474.3,60.0,DESCENT
75.4,8387.34,-25.0,0.0,475.65,60.0,DESCENT
75.5,8384.84,-25.0,0.0,477.0,60.0,DESCENT
75.6,8382.34,-25.0,0.0,478.35,60.0,DESCENT
75.7,8379.84,-25.0,0.0,479.7,60.0,DESCENT
75.8,8377.34,-25.0,0.0,481.05,60.0,DESCENT
75.9,8374.84,-25.0,0.0,482.4,60.0,DESCENT
76.0,8372.34,-25.0,0.0,483.75,60.0,DESCENT
76.1,8369.84,-25.0,0.0,485.1,60.0,DESCENT
76.2,8367.34,-25.0,0.0,486.45,60.0,DESCENT
76.3,8364.84,-25.0,0.0,487.8,60.0,DESCENT
76.4,8362.34,-25.0,0.0,489.15,60.0,DESCENT
76.5,8359.84,-25.0,0.0,490.5,60.0,DESCENT
76.6,8357.34,-25.0,0.0,491.85,60.0,DESCENT
76.7,8354.84,-25.0,0.0,493.2,60.0,DESCENT
76.8,8352.34,-25.0,0.0,494.55,60.0,DESCENT
76.9,8349.84,-25.0,0.0,495.9,60.0,DESCENT
77.0,8347.34,-25.0,0.0,497.25,60.0,DESCENT
77.1,8344.84,-25.0,0.0,498.6,60.0,DESCENT
77.2,8342.34,-25.0,0.0,499.95,60.0,DESCENT
77.3,8339.84,-25.0,0.0,501.3,60.0,DESCENT
77.4,8337.34,-25.0,0.0,502.65,60.0,DESCENT
77.5,8334.84,-25.0,0.0,504.0,60.0,DESCENT
77.6,8332.34,-25.0,0.0,505.35,60.0,DESCENT
77.7,8329.84,-25.0,0.0,506.7,60.0,DESCENT
77.8,8327.34,-25.0,0.0,508.05,60.0,DESCENT
77.9,8324.84,-25.0,0.0,509.4,60.0,DESCENT
78.0,8322.34,-25.0,0.0,510.75,60.0,DESCENT
78.1,8319.84,-25.0,0.0,512.1,60.0,DESCENT
78.2,8317.34,-25.0,0.0,513.45,60.0,DESCENT
78.3,8314.84,-25.0,0.0,514.8,60.0,DESCENT
78.4,8312.34,-25.0,0.0,516.15,60.0,DESCENT
78.5,8309.84,-25.0,0.0,517.5,60.0,DESCENT
78.6,8307.34,-25.0,0.0,518.85,60.0,DESCENT
78.7,8304.84,-25.0,0.0,520.2,60.0,DESCENT
78.8,8302.34,-25.0,0.0,521.55,60.0,DESCENT
78.9,8299.84,-25.0,0.0,522.9,60.0,DESCENT
79.0,8297.34,-25.0,0.0,524.25,60.0,DESCENT
79.1,8294.84,-25.0,0.0,525.6,60.0,DESCENT
79.2,8292.34,-25.0,0.0,526.95,60.0,DESCENT
79.3,8289.84,-25.0,0.0,528.3,60.0,DESCENT
79.4,8287.34,-25.0,0.0,529.65,60.0,DESCENT
79.5,8284.84,-25.0,0.0,531.0,60.0,DESCENT
79.6,8282.34,-25.0,0.0,532.35,60.0,DESCENT
79.7,8279.84,-25.0,0.0,533.7,60.0,DESCENT
79.8,8277.34,-25.0,0.0,535.05,60.0,DESCENT
79.9,8274.84,-25.0,0.0,536.4,60.0,DESCENT
80.0,8272.34,-25.0,0.0,537.75,60.0,DESCENT
80.1,8269.84,-25.0,0.0,539.1,60.0,DESCENT
80.2,8267.34,-25.0,0.0,540.45,60.0,DESCENT
80.3,8264.84,-25.0,0.0,541.8,60.0,DESCENT
80.4,8262.34,-25.0,0.0,543.15,60.0,DESCENT
80.5,8259.84,-25.0,0.0,544.5,60.0,DESCENT
80.6,8257.34,-25.0,0.0,545.85,60.0,DESCENT
80.7,8254.84,-25.0,0.0,547.2,60.0,DESCENT
80.8,8252.34,-25.0,0.0,548.55,60.0,DESCENT
80.9,8249.84,-25.0,0.0,549.9,60.0,DESCENT
81.0,8247.34,-25.0,0.0,551.25,60.0,DESCENT
81.1,8244.84,-25.0,0.0,552.6,60.0,DESCENT
81.2,8242.34,-25.0,0.0,553.95,60.0,DESCENT
81.3,8239.84,-25.0,0.0,555.3,60.0,DESCENT
81.4,8237.34,-25.0,0.0,556.65,60.0,DESCENT
81.5,8234.84,-25.0,0.0,558.0,60.0,DESCENT
81.6,8232.34,-25.0,0.0,559.35,60.0,DESCENT
81.7,8229.84,-25.0,0.0,560.7,60.0,DESCENT
81.8,8227.34,-25.0,0.0,562.05,60.0,DESCENT
81.9,8224.84,-25.0,0.0,563.4,60.0,DESCENT
82.0,8222.34,-25.0,0.0,564.75,60.0,DESCENT
82.1,8219.84,-25.0,0.0,566.1,60.0,DESCENT
82.2,8217.34,-25.0,0.0,567.45,60.0,DESCENT
82.3,8214.84,-25.0,0.0,568.8,60.0,DESCENT
82.4,8212.34,-25.0,0.0,570.15,60.0,DESCENT
82.5,8209.84,-25.0,0.0,571.5,60.0,DESCENT
82.6,8207.34,-25.0,0.0,572.85,60.0,DESCENT
82.7,8204.84,-25.0,0.0,574.2,60.0,DESCENT
82.8,8202.34,-25.0,0.0,575.55,60.0,DESCENT
82.9,8199.84,-25.0,0.0,576.9,60.0,DESCENT
83.0,8197.34,-25.0,0.0,578.25,60.0,DESCENT
83.1,8194.84,-25.0,0.0,579.6,60.0,DESCENT
83.2,8192.34,-25.0,0.0,580.95,60.0,DESCENT
83.3,8189.84,-25.0,0.0,582.3,60.0,DESCENT
83.4,8187.34,-25.0,0.0,583.65,60.0,DESCENT
83.5,8184.84,-25.0,0.0,585.0,60.0,DESCENT
83.6,8182.34,-25.0,0.0,586.35,60.0,DESCENT
83.7,8179.84,-25.0,0.0,587.7,60.0,DESCENT
83.8,8177.34,-25.0,0.0,589.05,60.0,DESCENT
83.9,8174.84,-25.0,0.0,590.4,60.0,DESCENT
84.0,8172.34,-25.0,0.0,591.75,60.0,DESCENT
84.1,8169.84,-25.0,0.0,593.1,60.0,DESCENT
84.2,8167.34,-25.0,0.0,594.45,60.0,DESCENT
84.3,8164.84,-25.0,0.0,595.8,60.0,DESCENT
84.4,8162.34,-25.0,0.0,597.15,60.0,DESCENT
84.5,8159.84,-25.0,0.0,598.5,60.0,DESCENT
84.6,8157.34,-25.0,0.0,599.85,60.0,DESCENT
84.7,8154.84,-25.0,0.0,601.2,60.0,DESCENT
84.8,8152.34,-25.0,0.0,602.55,60.0,DESCENT
84.9,8149.84,-25.0,0.0,603.9,60.0,DESCENT
85.0,8147.34,-25.0,0.0,605.25,60.0,DESCENT
85.1,8144.84,-25.0,0.0,606.6,60.0,DESCENT
85.2,8142.34,-25.0,0.0,607.95,60.0,DESCENT
85.3,8139.84,-25.0,0.0,609.3,60.0,DESCENT
85.4,8137.34,-25.0,0.0,610.65,60.0,DESCENT
85.5,8134.84,-25.0,0.0,612.0,60.0,DESCENT
85.6,8132.34,-25.0,0.0,613.35,60.0,DESCENT
85.7,8129.84,-25.0,0.0,614.7,60.0,DESCENT
85.8,8127.34,-25.0,0.0,616.05,60.0,DESCENT
85.9,8124.84,-25.0,0.0,617.4,60.0,DESCENT
86.0,8122.34,-25.0,0.0,618.75,60.0,DESCENT
86.1,8119.84,-25.0,0.0,620.1,60.0,DESCENT
86.2,8117.34,-25.0,0.0,621.45,60.0,DESCENT
86.3,8114.84,-25.0,0.0,622.8,60.0,DESCENT
86.4,8112.34,-25.0,0.0,624.15,60.0,DESCENT
86.5,8109.84,-25.0,0.0,625.5,60.0,DESCENT
86.6,8107.34,-25.0,0.0,626.85,60.0,DESCENT
86.7,8104.84,-25.0,0.0,628.2,60.0,DESCENT
86.8,8102.34,-25.0,0.0,629.55,60.0,DESCENT
86.9,8099.84,-25.0,0.0,630.9,60.0,DESCENT
87.0,8097.34,-25.0,0.0,632.25,60.0,DESCENT
87.1,8094.84,-25.0,0.0,633.6,60.0,DESCENT
87.2,8092.34,-25.0,0.0,634.95,60.0,DESCENT
87.3,8089.84,-25.0,0.0,636.3,60.0,DESCENT
87.4,8087.34,-25.0,0.0,637.65,60.0,DESCENT
87.5,8084.84,-25.0,0.0,639.0,60.0,DESCENT
87.6,8082.34,-25.0,0.0,640.35,60.0,DESCENT
87.7,8079.84,-25.0,0.0,641.7,60.0,DESCENT
87.8,8077.34,-25.0,0.0,643.05,60.0,DESCENT
87.9,8074.84,-25.0,0.0,644.4,60.0,DESCENT
88.0,8072.34,-25.0,0.0,645.75,60.0,DESCENT
88.1,8069.84,-25.0,0.0,647.1,60.0,DESCENT
88.2,8067.34,-25.0,0.0,648.45,60.0,DESCENT
88.3,8064.84,-25.0,0.0,649.8,60.0,DESCENT
88.4,8062.34,-25.0,0.0,651.15,60.0,DESCENT
88.5,8059.84,-25.0,0.0,652.5,60.0,DESCENT
88.6,8057.34,-25.0,0.0,653.85,60.0,DESCENT
88.7,8054.84,-25.0,0.0,655.2,60.0,DESCENT
88.8,8052.34,-25.0,0.0,656.55,60.0,DESCENT
88.9,8049.84,-25.0,0.0,657.9,60.0,DESCENT
89.0,8047.34,-25.0,0.0,659.25,60.0,DESCENT
89.1,8044.84,-25.0,0.0,660.6,60.0,DESCENT
89.2,8042.34,-25.0,0.0,661.95,60.0,DESCENT
89.3,8039.84,-25.0,0.0,663.3,60.0,DESCENT
89.4,8037.34,-25.0,0.0,664.65,60.0,DESCENT
89.5,8034.84,-25.0,0.0,666.0,60.0,DESCENT
89.6,8032.34,-25.0,0.0,667.35,60.0,DESCENT
89.7,8029.84,-25.0,0.0,668.7,60.0,DESCENT
